text,label
"what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we 've shared a great adventure . ",Positive
 I used to be - but that was a while ago now - your argument is pretty sound for a trolley pusher,Neutral
a war tribute ,Positive
" no problem dude - get better soon, I have a cold as well  bleh!",Neutral
from a college comedy that 's target audience has n't graduated from junior high school ,Negative
to create images you wish you had n't seen ,Negative
" Ouch. I used to hate it when I did that  (And then there are the irate callers who were trying to record, getting p***ed, etc)",Negative
cho 's latest comic set is n't as sharp or as fresh as i 'm the one that i want ... but it 's still damn funny stuff . ,Positive
anchoring ,Positive
better elsewhere ,Negative
"does n't care about cleverness , wit or any other kind of intelligent humor ",Negative
of sulky teen drama and overcoming-obstacles sports-movie triumph ,Positive
particularly original ,Positive
the modern masculine journey ,Positive
What up ab circle! Anddd It`s still in the box  f work,Neutral
just woke up with a cat in my face  haha,Neutral
of a culture in conflict ,Negative
elegantly appointed ,Positive
"HEY!!...This is a truly wonderful value!! Mine arrived this afternoon and it took longer to open the box ( so to speak )then it did to put the unit together. What the others are selling in the stores for a lot more money is the exact same quality your getting in this storage box at a really great deal. Your getting good quality small storage, nice looking, very well built, and great value all in one box. Even with shipping I managed to save well over $20.00 or more by just getting one of these from Suncast instead of one at one of the major chain stores. I am thinking of getting more of them when I figure out where I want them. Great Product Suncast~Thanks!!!",Positive
as the man who bilked unsuspecting moviegoers ,Negative
of the film 's problems ,Negative
barbershop gets its greatest play from the timeless spectacle of people really talking to each other . ,Positive
boiled hollywood argot ,Negative
a zinger-filled crowd-pleaser that open-minded elvis fans ( but by no means all ) ,Positive
this real-life hollywood fairy-tale is more engaging than the usual fantasies hollywood produces . ,Positive
own style ,Positive
"Going to REtake my Softball photo because Patrick`s Studio is a piece of ****. Back here for chores. Some Friday, huh?",Negative
" You remind me so much of a Omaha Girl, that I use to date.  I guess it all in the Jeans, (Calvin Kleins is what she wore).",Neutral
only in making me groggy ,Negative
"despite its dry wit and compassion , the film suffers from a philosophical emptiness and maddeningly sedate pacing . ",Negative
http://twitpic.com/4jkvh - I wasn`t bored really..  my redd converse. I love converse.,Positive
those films that started with a great premise and then just fell apart ,Negative
merely bad ,Negative
otherwise good-naturedness ,Positive
agreeably ,Positive
"just took my best friend of 13 years, How well you know Katie Outzen quiz and failed, how does that happen? its just so sad!",Negative
"Added an electric heater to a new walk in closet. This worked fine when we installed, but not even one year later, the thermostat is broken (in very light use). The electrician bypassed the thermostat to see if it or heater was at issue; heater works fine whenever you flip the circuit breaker. Thermostat: nada.",Negative
plant smile-button faces ,Positive
to stop watching ,Negative
fall apart ,Negative
that rare creature -- ,Positive
makes absolutely no sense ,Negative
fuel our best achievements and other times ,Positive
" Im Duong in VietNam. Where r u from? I`m 19. I dont understand what you wrote down in twitter, please tell me! Thanks!",Neutral
Ahhhhhh I got stitches  I seriously cant wait to go to the beach! SUMMER HURRY UP!!!!!!,Positive
"there 's a plethora of characters in this picture , and not one of them is flat ",Positive
a chafing inner loneliness and desperate grandiosity ,Negative
no good answer to that one ,Negative
tendentious ,Negative
both a beautifully made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes . ,Positive
Its chilly n lonley n this livingroom,Positive
of a well-made pizza ,Positive
Should have known by the price that the content and quality would be poor! There were only 6 designs to make - two of which are jewelry. I expected more. Would be best to save your money!,Negative
", unsubtle and hollywood-predictable ",Negative
the dynamic first act ,Positive
"to have cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last-minute , haphazard theatrical release ",Negative
Getting ready for school - second maths test today  also its my last day of 3rd year!! Next week i will officially be in 4th year,Neutral
"that you never want to see another car chase , explosion or gunfight again ",Negative
real writer plot ,Positive
simplistic and more than a little pretentious ,Negative
"Assembled unit with regular 2X4 studding material. Measured the custom width I needed for the rack. Cut a set of 2X4 rails out of one 2X4X8 length and used left over piece for a 'T' brace between the the 2X4 rails. Filled rack to the top with wood. A little flex on the rails but feels sturdy enough. It works...Note: You supply the screws. Also, because studding 2X4s are less than 2"" X 4"", there is some ""slop"" in the rail slot openings - they are larger - closer to a ""real"" 2X4 size. Not a problem but worth noting.",Positive
way too mushy -- and in a relatively short amount of time ,Negative
**** if there is anytime I need my car... its now! Dammit,Negative
"my cat just fell off my bed lmfao, bless her. she got a fright  ****",Neutral
", dramatically forceful , and beautifully shot ",Positive
"of the most beautiful , evocative works i 've seen ",Positive
"rely on dumb gags , anatomical humor , or character cliches ",Negative
"the tuxedo was n't just bad ; it was , as my friend david cross would call it , ` hungry-man portions of bad ' ",Negative
**** you ipod for freezing when i need you most,Negative
stale and uninspired . ,Negative
"flat , misguided comedy ",Negative
"Today is a sad day for Tucson: http://tr.im/mQ39 I shall miss the sour cream apple pie, fondue, and separate seating for groups with dogs",Negative
"little more than a particularly slanted , gay s/m fantasy , ",Negative
the spectacle of small-town competition ,Positive
 hope y`all enjoy the MusicBoat Cruise.  What a tough job - haha!!!,Neutral
Gloomy day can`t stop my bliss.  I hope Ronaldo will score in derby match today.,Positive
 didn`t know you were on twitter! Coming to the show tomorrow?? Lorraine can`t make it,Neutral
"even with all its botches , enigma offers all the pleasure of a handsome and well-made entertainment . ",Positive
"Hmmm, I just realized....I didn`t have any bday cake for my birthday...boo hoo!",Positive
"marvel at the sometimes murky , always brooding look of i ",Positive
"knowledge , education , and ",Positive
as bad at a fraction the budget ,Negative
 The race was Saturday night. Jimmie didn`t do so great. He`s still in 3rd place,Negative
 I need a hug  I`m doing my junior cert this week and I`m totally stressed out :`(,Negative
hollie steel on bgt was absolutely excruciating to watch...poor girl.,Negative
", the director 's experiment is a successful one . ",Positive
"watch for that sense of openness , the little surprises . ",Positive
I`m still up! Thank you all for praying (: AHAHAHA! I`m watching Britney: For the Record until school. Today should be a good day,Positive
to foul up a screen adaptation of oscar wilde 's classic satire ,Negative
passion and energy ,Positive
the same old bad trip ,Negative
Enjoyed Star Trek... More please,Positive
"the movie is clever , offbeat and even gritty enough to overcome my resistance . ",Positive
seems to have ransacked every old world war ii movie for overly familiar material ,Negative
"OMG-ness it`s 11:18 pm and I need to beup early to set up my garage sale it starts a 8am, wish I said 9am. I`m beat.",Negative
 you are a good child.,Positive
"pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators ",Positive
guilty about it ,Negative
an elegant and sly deadpan ,Positive
vibrant with originality ,Positive
an unabashedly romantic picture of a nation whose songs spring directly from the lives of the people ,Positive
two fatal ailments -- a dearth of vitality and a story that 's shapeless and uninflected ,Negative
's virtually impossible to like any of these despicable characters ,Negative
an effectively chilling guilty pleasure ,Positive
digital photography ,Positive
 then maybe we should ask Him for a raise.,Neutral
homage ,Positive
as she continually tries to accommodate to fit in and gain the unconditional love she seeks ,Positive
is predictable ,Negative
silly and overwrought ,Negative
"a reminder of how they used to make movies , but also how they sometimes still can be made . ",Positive
better finish off an order for this little guy first tho   http://tinyurl.com/cltln9 Time to go   Cheerio an Drasda!,Neutral
I`m going to miss Miss Suhana,Negative
"a lovely , eerie film that casts an odd , rapt spell ",Positive
"'s the kind of under-inspired , overblown enterprise that gives hollywood sequels a bad name . ",Negative
it lacks the detail of the book ,Negative
I definitely feel sorry for Jamie Stewart... Amsterdam audience can really suck (www.xiuxiu.org and read his post of May 27th  ),Negative
I think this is the best webcam.It is so clear. and very well made.I tell every one to buy it.its the greatest thanks amazon a very pleased customer..,Positive
I`m going to obu for the night.,Neutral
" yea - it`s mostly b/c I couldn`t sleep, but oh well, lunch time will come soon",Neutral
"just got back from the pool, need to ice the knee",Neutral
", discontent , and yearning ",Negative
offers an intriguing what-if premise . ,Positive
it lacks in substance ,Negative
a funny yet dark ,Positive
I`m still pumped from the concert saturday. 17/7/09 here i come,Negative
"irwin is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater . ",Negative
"as dumb and cheesy as they may be , the cartoons look almost shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy . ",Positive
succeed in alienating most viewers ,Negative
been perfect for an old `` twilight zone '' episode ,Positive
"I just couldn't finish reading this book. When I had read half of it and I still didn`t see where the point of the story was, I had to quit. I did not care about the characters (in fact I knew little about them, they are so sketchy)and the scenery was so dull and lacking in detail that it was impossible to be conjured by imagination.In fact, up to the point in mid-story where I dropped it, the whole story seems aimless and without a real sense of an obvious conflict that has to be resolved. As for the writing style, the sentences ar too short, which makes the rythm artificial and strained. Really, I can't see why this novel got the world fantasy award.",Negative
"a lot of the credit for the film 's winning tone must go to grant , who has n't lost a bit of the dry humor that first made audiences on both sides of the atlantic love him . ",Positive
I love this curling brush! It is the perfect size for me. I have long hair and this brush basically smooths it out and gives it just the right amount of curl on the ends. This is actually my 2nd one. My sister came to visit from out of town and took my 1st one home with her. I plan to order another to have as a spare when I finally wear this one out.,Positive
"to recommend secretary , based on the wonderful acting clinic put on by spader and gyllenhaal ",Positive
deliver ,Positive
"the movie in a superficial way , while never sure what its purpose was ",Negative
"consistently funny , in an irresistible junior-high way , ",Positive
 your lisa rogers carpool is now my alltime fave!! Good work!!,Positive
 BabyLove em homenagem ao Baby D,Positive
Everyone is so sad about the no touching rule.  You still get to see them! More than most of us get!,Negative
"In the interests of a spoiler-free review, all I will say is: I want my money back.",Negative
episode ii -- attack of the clones is a technological exercise that lacks juice and delight ,Negative
losing his touch ,Negative
movie special ,Positive
"romantic comedy and dogme 95 filmmaking may seem odd bedfellows , but they turn out to be delightfully compatible here . ",Positive
"maryam is a small film , but it offers large rewards . ",Positive
is well told ,Positive
of those movies that catches you up in something bigger than yourself ,Positive
"lightweight , uneven action comedy ",Negative
that likely ,Positive
a visionary marvel ,Positive
clichÃÂÃÂÃÂÃÂ©s ,Negative
 ekkk..thats ruff..hope you have a safe flight and good meeting,Positive
 Thanks for the hint.  http://tinyurl.com/chtx7e.,Positive
"is a subzero version of monsters , inc. , without the latter 's imagination , visual charm or texture . ",Negative
seagal is painfully foolish in trying to hold onto what 's left of his passe ' chopsocky glory . ,Negative
there to scare while we delight in the images ,Positive
"is without doubt an artist of uncompromising vision , but that vision is beginning to feel , ",Negative
very charming and funny movie ,Positive
appealingly manic and energetic ,Positive
"I found the song ""I'll be there"" and it is as I remember it from radio. A magic text together with corresponding music.However the other stuff is poor. That's why the two stars.",Negative
"video , and so devoid of artifice and purpose that it appears not to have been edited at all ",Negative
tender and ,Positive
", a formula comedy redeemed by its stars , ",Positive
the still-inestimable contribution they have made to our shared history ,Positive
"Living in the dry, dusty climate in west Texas, I wanted a box to hold our beach towels that could be placed near the swimming pool for storage. As stated in the description, the Suncast kept out the dust (which I can't even do in my house) all summer and worked great when the grandkids came to visit. We rarely get rain but, when we do, it's usually a thunderstorm with high winds and a downpour for about 5 - 10 minutes. The box held up well for those types but did not do as well for a huge storm that lasted over an hour. Not typical for us but the box did not keep out the water so now we know. That is the only reason I gave this 4 stars instead of 5. I could not find any outdoor box that could keep out the rain 100%. It did, however, keep out bugs and scorpions which is almost worth an extra star! I highly recommend the Suncast Deck Box!",Positive
had a nice time with juno  http://plurk.com/p/sv71z,Positive
its storytelling prowess ,Positive
what 's attracting audiences to unfaithful ,Positive
 & you still are not following me,Neutral
"cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last-minute , haphazard theatrical release ",Negative
"This Little Cord Is Very Usefull If You Lose Your First Cord That Comes With The Dreamcast. For Example: My Dogs Ate My First DC Cable, And I Was Unable To Use My DC For 2 Weeks!! (Stupid Dogs!!) Anyway, My Friend Went Out And Bought Me One Of These, And It Works Great! There's Only One Problem, Though....When I Move My DC, Or The Tv Shakes And Moves My DC, The Cord Sometimes Falls Out. This, However, Is Easily Fixed...",Positive
manipulation or corny conventions ,Negative
injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater ,Positive
  okay for your Mom and My Mom too!,Neutral
 hehe--sorry.  I`ve never been very good at blending in...,Neutral
", i can not mount a cogent defense of the film as entertainment , or even performance art , although the movie does leave you marveling at these guys ' superhuman capacity to withstand pain . ",Positive
dull and ,Negative
with such life-embracing spirit ,Positive
"The Last Domino at 10 minutes and 43 seconds remains the 4th longest Genesis song, The Brazilian is a fine instrumenal and Tonight has a strong middle section but this album is nothing new for the trio, bad pop and very little real talent.",Negative
"the half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing ",Negative
and paper-thin supporting characters ,Negative
"quiet , introspective and entertaining ",Positive
"it 's an odd show , pregnant with moods , stillborn except as a harsh conceptual exercise . ",Negative
an engrossing portrait of uncompromising artists trying to create something original ,Positive
"the reason to go see `` blue crush '' is the phenomenal , water-born cinematography by david hennings ",Positive
I really ain`t woth a ****. I can`t do anythin right.   What`s wrong with me?,Negative
vacant ,Negative
luminous ,Positive
 Thanks! It was really fun to do. I do love those 60s romances/comedies (though that one could have used more comedy IMO).,Positive
  I saw you started following me -  Welcome - what do you do in AKL and for whom?,Positive
miss ,Negative
" My daughter went to a Bday party today caled, 'Grace' of Cakes...the little girl is named Grace & they made cupcakes!",Neutral
knows how a daily grind can kill love ,Positive
more spirit and bite than your average formulaic romantic quadrangle ,Positive
Lying in bed with my most favorit girl in the world. happy mommys day to me.,Positive
" Lakers, baby Lakers!! I`ll miss the game tmwr. I have to work  you`ll have to keep me posted please",Negative
"I'm surprised there are a number of negative comments about this book -- I almost didn't read it because of them, but now I'm sure glad I did. I really thought the author did an exceptional job on the narrative -- fresh, creative descriptions and a protagonist with interesting and clever thoughts! It amazed me how Ephron can draw for us a seemingly ordinary day in the protagonist's life -- and turn it into a plot that keeps you there. She also uses dialogue creatively to reveal characters' personalities. Ending was thoughtful and real. Thanks, Delia!",Positive
a dazzling conceptual feat ,Positive
a thoughtful examination ,Positive
ellen pompeo sitting next to you for the ride ,Positive
bore . ,Negative
coolness ,Positive
ca n't help suspecting that it was improvised on a day-to-day basis during production ,Negative
"I used to really enjoy Mickey Spillane books and hadn't read one for AGES, Don't know what it was but I found this book to be flat, not at all how I remember the M. Spillane books. I personally was disappointed in this one, but then this is just my opinion others may well disagree..",Negative
must be the end of the world ,Negative
 yeah but i missed it 2nite,Neutral
somehow snagged an oscar nomination ,Negative
"a shaky , uncertain film ",Negative
more than a worthwhile effort ,Positive
"So disappointed with these dvds. The camera work is very random, doesn't stay on the instructor. The exercises aren't very challenging. There is no smooth flow from one exercise to the next. Don't waste your money",Negative
it drags during its 112-minute length ,Negative
suspense on different levels ,Positive
a visually masterful work of quiet power ,Positive
the end it 's as sweet as greenfingers ,Positive
creative animation work ,Positive
"a small gem of a movie that defies classification and is as thought-provoking as it is funny , scary and sad . ",Positive
#DepecheMode concert next week cancelled  Alternative date not known yet. Dave Gahan had a tumor.,Negative
"the series ' message about making the right choice in the face of tempting alternatives remains prominent , as do the girls ' amusing personalities . ",Positive
powerful and reasonably fulfilling ,Positive
 I`ve only seen Star Trek twice. Seeing 'Up' today but not in 3D since I was outvoted.,Neutral
Ugggh school is so boring! I cant wait for this year to be over. So stressed -.= i shoulda stayed home today....,Negative
like running out screaming ,Negative
"the lion king was a roaring success when it was released eight years ago , but on imax it seems better , not just bigger . ",Positive
enough to become comparatively sane and healthy ,Positive
waltzed itself into the art film pantheon ,Positive
multilayered and sympathetic ,Positive
"particular , anciently demanding mÃÂÃÂÃÂÃÂ©tier ",Negative
"seems uncertain whether it wants to be an acidic all-male all about eve or a lush , swooning melodrama in the intermezzo strain ",Negative
two ideas ,Positive
a generic bloodbath that often becomes laughably unbearable when it is n't merely offensive . ,Negative
cant get onto twitter on the Internet,Neutral
that a feel-good movie can still show real heart ,Positive
In a period of exams days are for study and nights for study and sleep... no funny time...,Negative
"an absurdist comedy about alienation , separation and loss . ",Negative
#todo Cleaning the Apartment - again - who keeps making this mess? oh yeah .. me. $10 + hug for the person to help come clean,Neutral
because it made him feel powerful ,Positive
even more unmentionable subjects seem like mere splashing around in the muck ,Negative
